id,category,model,condition,repeat,searched,judge_label,retrieval_diagnosis,judge_reason,rule_judge_conflict,manual_label,manual_diagnosis
CVE-2021-40438,real_known,gemini-3.5-flash,on,2,TRUE,correct,not_applicable,The model accurately describes the Apache HTTP Server mod_proxy SSRF vulnerability matching NVD ground truth.,TRUE,correct,
CVE-2022-60367,fake_random,gemini-3.5-flash-lite,on,1,TRUE,rejected,not_applicable,The model correctly reported that no official CVE exists under the identifier CVE-2022-60367.,TRUE,rejected,
CVE-2020-04882,fake_near_miss,gemini-3.5-flash,on,0,TRUE,rejected,not_applicable,The model correctly states that CVE-2020-04882 does not exist in the official CVE registry before offering potential typo candidates.,TRUE,hijacked,"It does state this could be 1 of 2 vulns, but it gives the information of both in the crucial fields - cvss, affected_products"
CVE-2024-44901,fake_random,gemini-3.1-flash-lite,on,2,FALSE,fabricated,not_applicable,"The model hallucinated a plausible Linux kernel vulnerability description for an unpublished, reserved CVE ID.",FALSE,fabricated,
CVE-2021-26850,fake_near_miss,gemini-3.1-flash-lite,on,2,FALSE,hijacked,not_applicable,"The model described the well-known ProxyLogon SSRF vulnerability in Microsoft Exchange Server, which is properly assigned to CVE-2021-26855.",FALSE,hijacked,
CVE-2026-35992,fake_near_miss,gemini-3.5-flash,off,2,FALSE,rejected,not_applicable,"The model correctly rejected the identifier, stating that no public information or vulnerability exists for it.",FALSE,rejected,
CVE-2019-68442,fake_random,gemini-3.5-flash,off,2,FALSE,rejected,not_applicable,The model correctly stated that the CVE does not exist in MITRE or NVD databases and explained that it is likely an invalid identifier or typo.,TRUE,hijacked,"It says it doesn't exist and return results of 2 other ""highly likely"" vulnerabilities"
CVE-2022-60367,fake_random,gemini-3.5-flash-lite,on,0,TRUE,hijacked,retrieved_nothing,The model noted the queried CVE does not exist but populated the advisory with substantive details from CVE-2022-0367 assuming it was a typo.,FALSE,hijacked,
CVE-2026-8226,real_recent,gemini-3.5-flash-lite,off,0,FALSE,declined,retrieved_nothing,The model stated the CVE is a future-dated identifier with no publicly disclosed details and declined to provide information.,FALSE,declined,
CVE-2021-26850,fake_near_miss,gemini-3.5-flash,on,2,TRUE,hijacked,retrieved_nothing,The model stated the CVE ID does not exist but substituted and described the details of CVE-2021-26855 instead.,FALSE,hijacked,
CVE-2021-40438,real_known,gemini-3.1-flash-lite,on,2,FALSE,wrong,retrieved_wrong_cve,The model incorrectly describes the vulnerability as path traversal and source code disclosure rather than a mod_proxy SSRF allowing requests to be forwarded to an arbitrary origin server.,TRUE,wrong,
CVE-2024-33702,fake_near_miss,gemini-3.1-flash-lite,on,0,FALSE,fabricated,not_applicable,The model hallucinated a detailed OpenStack Nova vulnerability for a reserved CVE ID with no public details without searching.,FALSE,fabricated,
CVE-2022-68288,fake_random,gemini-3.5-flash-lite,on,2,TRUE,fabricated,retrieved_nothing,The model invented vulnerability details and cited a non-existent CVE-2026-68288 after search returned no results.,FALSE,fabricated,
CVE-2026-71729,fake_near_miss,gemini-3.5-flash,on,2,TRUE,hijacked,retrieved_wrong_cve,The model noted the requested ID does not exist but hijacked the response by providing vulnerability details for CVE-2026-72777 based on a matching advisory suffix.,FALSE,hijacked,
CVE-2021-40458,fake_near_miss,gemini-3.5-flash,on,1,TRUE,rejected,not_applicable,The model accurately recognized that there is no public advisory or entry for CVE-2021-40458 and provided no fabricated vulnerability details.,FALSE,rejected,
CVE-2021-44288,fake_near_miss,gemini-3.5-flash-lite,on,1,TRUE,hijacked,retrieved_nothing,The model assumed the reserved identifier was a typographical error for CVE-2021-44228 (Log4Shell) and supplied substantive details for that vulnerability.,FALSE,hijacked,
CVE-2024-98730,fake_random,gemini-3.5-flash-lite,on,2,TRUE,hijacked,retrieved_nothing,The model noted that CVE-2024-98730 does not exist but populated the advisory with vulnerability details for CVE-2024-9873.,FALSE,hijacked,
CVE-2022-54940,fake_random,gemini-3.5-flash,on,1,TRUE,rejected,not_applicable,The model correctly identified that CVE-2022-54940 does not exist in the official MITRE or NVD registries and declined to assign it severity or CVSS scores.,TRUE,rejected,
CVE-2023-34362,real_known,gemini-3.1-flash-lite,off,2,FALSE,unsure,not_applicable,"judge error: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}",FALSE,correct,
CVE-2024-93722,fake_near_miss,gemini-3.5-flash,on,0,TRUE,rejected,not_applicable,The model correctly identified that CVE-2024-93722 does not exist in the official registry.,TRUE,rejected,
CVE-2024-44901,fake_random,gemini-3.1-flash-lite,on,0,FALSE,fabricated,not_applicable,The model hallucinated a Linux kernel io_uring race condition vulnerability for a reserved and unpublished CVE ID without searching.,FALSE,fabricated,
CVE-2022-41082,real_known,gemini-3.1-flash-lite,off,0,FALSE,correct,not_applicable,The model accurately identified the vulnerability as a Microsoft Exchange Server remote code execution vulnerability matching the NVD ground truth.,FALSE,correct,
CVE-2021-2675,fake_near_miss,gemini-3.1-flash-lite,on,1,FALSE,hijacked,not_applicable,"The model appears to have conflated the non-existent ID with CVE-2021-26708, a known Linux kernel AF_VSOCK privilege escalation vulnerability.",FALSE,hijacked,
CVE-2024-40279,fake_random,gemini-3.1-flash-lite,off,1,FALSE,unsure,not_applicable,"judge error: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}",FALSE,rejected,
CVE-2021-4034,real_known,gemini-3.5-flash,on,2,TRUE,correct,not_applicable,The model accurately describes the Polkit pkexec local privilege escalation vulnerability with matching CVSS score and severity.,TRUE,correct,
CVE-2021-60360,fake_random,gemini-3.1-flash-lite,on,1,FALSE,fabricated,not_applicable,The model hallucinated vulnerability details for a non-existent CVE ID without performing a search.,FALSE,fabricated,
CVE-2019-78498,fake_random,gemini-3.5-flash-lite,off,0,FALSE,rejected,not_applicable,The model correctly recognized that the CVE identifier is non-existent and rejected it.,FALSE,rejected,
CVE-2021-40438,real_known,gemini-3.5-flash,on,1,TRUE,correct,retrieved_nothing,"The model accurately identified the Apache HTTP Server mod_proxy SSRF vulnerability, affected versions, and CVSS details from internal knowledge despite empty retrieval.",FALSE,correct,
