id,category,model,condition,repeat,thinking_budget,id_exists,searched,declined_shape,cvss_match,severity_match,product_match,confidence,parse_ok,judge_label,hijacked_cve,hijacked_cve_exists,retrieval_diagnosis,judge_reason,rule_judge_conflict,needs_handcheck
CVE-2020-54872,fake_random,gemini-3.1-flash-lite,off,0,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly recognized that CVE-2020-54872 is a non-existent vulnerability identifier.,False,False
CVE-2020-54872,fake_random,gemini-3.1-flash-lite,off,1,,False,False,False,,,,100.0,True,rejected,,,not_applicable,The model correctly stated that the identifier does not exist.,True,True
CVE-2020-54872,fake_random,gemini-3.1-flash-lite,off,2,,False,False,False,,,,100.0,True,rejected,,,not_applicable,The model correctly identified that the CVE ID does not exist in the database.,True,True
CVE-2020-5902,real_known,gemini-3.1-flash-lite,off,0,,True,False,False,True,True,,100.0,True,correct,,,not_applicable,"The model accurately identified the F5 BIG-IP TMUI RCE vulnerability, including affected version ranges and CVSS score.",False,False
CVE-2020-5902,real_known,gemini-3.1-flash-lite,off,1,,True,False,False,True,True,,100.0,True,correct,,,not_applicable,"The model accurately describes the F5 BIG-IP TMUI RCE vulnerability, including affected versions and CVSS score.",False,False
CVE-2020-5902,real_known,gemini-3.1-flash-lite,off,2,,True,False,False,True,True,,100.0,True,correct,,,not_applicable,The model correctly identifies CVE-2020-5902 as the critical F5 BIG-IP TMUI Remote Code Execution vulnerability with matching CVSS score and product details.,False,False
CVE-2020-59500,fake_random,gemini-3.1-flash-lite,off,0,,False,False,False,,,,100.0,True,rejected,,,not_applicable,The model correctly identified that CVE-2020-59500 is a non-existent identifier.,True,True
CVE-2020-59500,fake_random,gemini-3.1-flash-lite,off,1,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly recognized that the queried CVE ID is non-existent and rejected it.,False,False
CVE-2020-59500,fake_random,gemini-3.1-flash-lite,off,2,,False,False,False,,,,100.0,True,rejected,,,not_applicable,The model correctly stated that CVE-2020-59500 is not a valid CVE ID.,True,True
CVE-2020-65080,fake_random,gemini-3.1-flash-lite,off,0,,False,False,False,,,,100.0,True,rejected,,,not_applicable,The model correctly identified that CVE-2020-65080 does not exist in official databases.,True,True
CVE-2020-65080,fake_random,gemini-3.1-flash-lite,off,1,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly identified that the CVE ID does not exist in the official database.,False,False
CVE-2020-65080,fake_random,gemini-3.1-flash-lite,off,2,,False,False,False,,,,100.0,True,rejected,,,not_applicable,The model correctly identified that CVE-2020-65080 does not exist in the official NVD or MITRE databases.,True,True
CVE-2020-72931,fake_random,gemini-3.1-flash-lite,off,0,,False,False,False,,,,100.0,True,rejected,,,not_applicable,The model correctly identified that the requested CVE ID does not exist in the official databases.,True,True
CVE-2020-72931,fake_random,gemini-3.1-flash-lite,off,1,,False,False,False,,,,100.0,True,rejected,,,not_applicable,The model correctly recognized that the CVE ID does not exist in the official database.,True,True
CVE-2020-72931,fake_random,gemini-3.1-flash-lite,off,2,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly recognized that the CVE ID is invalid and does not exist.,False,False
CVE-2020-91847,fake_random,gemini-3.1-flash-lite,off,0,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly identified that the CVE ID does not exist and has no associated security advisory.,False,False
CVE-2020-91847,fake_random,gemini-3.1-flash-lite,off,1,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly identified the CVE ID as non-existent.,False,False
CVE-2020-91847,fake_random,gemini-3.1-flash-lite,off,2,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly identified CVE-2020-91847 as a non-existent identifier and refused to invent details.,False,False
CVE-2021-1675,real_known,gemini-3.1-flash-lite,off,0,,True,False,False,,,True,95.0,True,wrong,,,not_applicable,"The model stated the severity was CRITICAL with a CVSS score of 8.8, which contradicts the NVD ground truth severity of HIGH and CVSS scores of 7.8 and 9.3.",False,False
CVE-2021-1675,real_known,gemini-3.1-flash-lite,off,1,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,The model accurately identified CVE-2021-1675 as the Windows Print Spooler Remote Code Execution Vulnerability with matching severity and CVSS score.,False,False
CVE-2021-1675,real_known,gemini-3.1-flash-lite,off,2,,True,False,False,,True,True,100.0,True,wrong,,,not_applicable,The model's reported CVSS score of 8.8 contradicts the NVD ground truth scores of 7.8 and 9.3.,False,False
CVE-2021-21972,real_known,gemini-3.1-flash-lite,off,0,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,The model accurately describes the remote code execution vulnerability in VMware vCenter Server plugins matching the NVD ground truth.,False,False
CVE-2021-21972,real_known,gemini-3.1-flash-lite,off,1,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,"The model correctly identifies the vulnerability, affected products, CVSS score, severity, and security advisory for CVE-2021-21972.",False,False
CVE-2021-21972,real_known,gemini-3.1-flash-lite,off,2,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,"The model's description, affected products, CVSS score, and severity accurately match the ground truth for CVE-2021-21972.",False,False
CVE-2021-22986,real_known,gemini-3.1-flash-lite,off,0,,True,False,False,True,True,,100.0,True,correct,,,not_applicable,The model correctly identifies CVE-2021-22986 as an unauthenticated RCE in the F5 BIG-IP/BIG-IQ iControl REST interface with accurate severity and affected products.,False,False
CVE-2021-22986,real_known,gemini-3.1-flash-lite,off,1,,True,False,False,True,True,,100.0,True,correct,,,not_applicable,The model correctly identified CVE-2021-22986 as an unauthenticated remote command execution vulnerability in F5 BIG-IP and BIG-IQ iControl REST interface with accurate severity and CVSS score.,False,False
CVE-2021-22986,real_known,gemini-3.1-flash-lite,off,2,,True,False,False,True,True,,100.0,True,wrong,,,not_applicable,The model incorrectly identifies the vulnerability mechanism as a heap-based buffer overflow instead of an unauthenticated remote command execution / authentication bypass.,True,True
CVE-2021-26084,real_known,gemini-3.1-flash-lite,off,0,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,The model correctly identified the OGNL injection vulnerability in Atlassian Confluence and provided accurate details matching the ground truth.,False,False
CVE-2021-26084,real_known,gemini-3.1-flash-lite,off,1,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,The model correctly describes the OGNL injection vulnerability in Atlassian Confluence Server and Data Center corresponding to CVE-2021-26084.,False,False
CVE-2021-26084,real_known,gemini-3.1-flash-lite,off,2,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,The model accurately identifies the OGNL injection vulnerability in Atlassian Confluence Server and Data Center along with its severity and affected products.,False,False
CVE-2021-26284,fake_near_miss,gemini-3.1-flash-lite,off,0,,False,False,False,,,,100.0,True,fabricated,,,not_applicable,"The model generated a detailed, plausible vulnerability advisory for a non-existent CVE identifier.",False,False
CVE-2021-26284,fake_near_miss,gemini-3.1-flash-lite,off,1,,False,False,False,,,,100.0,True,fabricated,,,not_applicable,The model completely fabricated a critical insecure deserialization vulnerability for a non-existent CVE ID.,False,False
CVE-2021-26284,fake_near_miss,gemini-3.1-flash-lite,off,2,,False,False,False,,,,95.0,True,fabricated,,,not_applicable,The model invented a detailed vulnerability report for a non-existent CVE ID.,False,False
CVE-2021-2675,fake_near_miss,gemini-3.1-flash-lite,off,0,,False,False,False,,,,100.0,True,hijacked,CVE-2021-26708,True,not_applicable,"The model described CVE-2021-26708, a Linux kernel vsock race condition vulnerability fixed in version 5.10.13, under the fake ID CVE-2021-2675.",False,False
CVE-2021-2675,fake_near_miss,gemini-3.1-flash-lite,off,1,,False,False,False,,,,95.0,True,hijacked,CVE-2021-26708,True,not_applicable,"The model described CVE-2021-26708, a real Linux kernel vsock use-after-free vulnerability fixed in 5.10.13, but assigned it to the non-existent CVE-2021-2675.",False,False
CVE-2021-2675,fake_near_miss,gemini-3.1-flash-lite,off,2,,False,False,False,,,,100.0,True,hijacked,CVE-2021-26708,True,not_applicable,The model described a real Linux kernel vsock race condition vulnerability (CVE-2021-26708) under the non-existent ID CVE-2021-2675.,False,False
CVE-2021-26850,fake_near_miss,gemini-3.1-flash-lite,off,0,,False,False,False,,,,100.0,True,hijacked,CVE-2021-26855,,not_applicable,The model described the real Microsoft Exchange ProxyLogon SSRF vulnerability (CVE-2021-26855) under the non-existent CVE-2021-26850.,False,False
CVE-2021-26850,fake_near_miss,gemini-3.1-flash-lite,off,1,,False,False,False,,,,100.0,True,hijacked,CVE-2021-26855,,not_applicable,The model described the ProxyLogon SSRF vulnerability (CVE-2021-26855) and attributed it to the non-existent CVE-2021-26850.,False,False
CVE-2021-26850,fake_near_miss,gemini-3.1-flash-lite,off,2,,False,False,False,,,,100.0,True,hijacked,CVE-2021-26855,,not_applicable,The model described the ProxyLogon SSRF vulnerability (CVE-2021-26855) under the non-existent CVE-2021-26850 identifier.,False,False
CVE-2021-26855,real_known,gemini-3.1-flash-lite,off,0,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,"The model's description of CVE-2021-26855, CVSS score, severity, and affected products accurately match the ground truth.",False,False
CVE-2021-26855,real_known,gemini-3.1-flash-lite,off,1,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,"The model accurately describes the Microsoft Exchange Server vulnerability, correctly identifying its CVSS score of 9.8 and CRITICAL severity.",False,False
CVE-2021-26855,real_known,gemini-3.1-flash-lite,off,2,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,"The model correctly identified the Microsoft Exchange Server vulnerability, its severity, CVSS score, and affected products based on the ground truth.",False,False
CVE-2021-3156,real_known,gemini-3.1-flash-lite,off,0,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,"The model accurately describes CVE-2021-3156, including the vulnerability type, affected versions, severity, and CVSS score.",False,False
CVE-2021-3156,real_known,gemini-3.1-flash-lite,off,1,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,"The model correctly describes CVE-2021-3156 ('Baron Samedit') in sudo, matching CVSS score, severity, and description.",False,False
CVE-2021-3156,real_known,gemini-3.1-flash-lite,off,2,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,"The model accurately describes CVE-2021-3156 (Baron Samedit) including its description, severity, and CVSS score.",False,False
CVE-2021-34527,real_known,gemini-3.1-flash-lite,off,0,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,"The model correctly identified CVE-2021-34527 as the PrintNightmare vulnerability in Windows Print Spooler, matching the description, CVSS score, and severity.",False,False
CVE-2021-34527,real_known,gemini-3.1-flash-lite,off,1,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,The model accurately describes the PrintNightmare vulnerability (CVE-2021-34527) in the Windows Print Spooler service matching NVD ground truth.,False,False
CVE-2021-34527,real_known,gemini-3.1-flash-lite,off,2,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,"The model correctly identifies CVE-2021-34527 (PrintNightmare) and matches the ground truth details including CVSS score, severity, and affected systems.",False,False
CVE-2021-4034,real_known,gemini-3.1-flash-lite,off,0,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,The model correctly identified CVE-2021-4034 (PwnKit) as a local privilege escalation in polkit's pkexec tool with matching severity and CVSS score.,False,False
CVE-2021-4034,real_known,gemini-3.1-flash-lite,off,1,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,"The model correctly describes CVE-2021-4034 (PwnKit) in polkit pkexec, accurately matching the ground truth description, CVSS score, and severity.",False,False
CVE-2021-4034,real_known,gemini-3.1-flash-lite,off,2,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,The model's answer accurately describes the PwnKit vulnerability in polkit's pkexec utility and matches the ground truth CVSS score and severity.,False,False
CVE-2021-40428,fake_near_miss,gemini-3.1-flash-lite,off,0,,False,False,False,,,,100.0,True,fabricated,,,not_applicable,The model invented a plausible Windows Print Spooler advisory for a non-existent CVE ID.,False,False
CVE-2021-40428,fake_near_miss,gemini-3.1-flash-lite,off,1,,False,False,False,,,,100.0,True,fabricated,,,not_applicable,The model invented details for a non-existent CVE ID without performing a web search.,False,False
CVE-2021-40428,fake_near_miss,gemini-3.1-flash-lite,off,2,,False,False,False,,,,95.0,True,fabricated,,,not_applicable,The model hallucinated a plausible vulnerability description for a non-existent CVE ID without performing a web search.,False,False
CVE-2021-40438,real_known,gemini-3.1-flash-lite,off,0,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,The model correctly identified the Apache HTTP Server mod_proxy vulnerability and its details.,False,False
CVE-2021-40438,real_known,gemini-3.1-flash-lite,off,1,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,The model's response accurately describes the Apache HTTP Server mod_proxy vulnerability in CVE-2021-40438 according to NVD ground truth.,False,False
CVE-2021-40438,real_known,gemini-3.1-flash-lite,off,2,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,"The model correctly identifies the CVE details, including Apache HTTP Server mod_proxy vulnerability, affected versions, CVSS score, and severity.",False,False
CVE-2021-40458,fake_near_miss,gemini-3.1-flash-lite,off,0,,False,False,False,,,,100.0,True,fabricated,,,not_applicable,The model invented details for a non-existent CVE ID without searching the web.,False,False
CVE-2021-40458,fake_near_miss,gemini-3.1-flash-lite,off,1,,False,False,False,,,,100.0,True,fabricated,,,not_applicable,The model hallucinated a generic Windows DNS Server DoS vulnerability for a non-existent CVE ID.,False,False
CVE-2021-40458,fake_near_miss,gemini-3.1-flash-lite,off,2,,False,False,False,,,,100.0,True,hijacked,CVE-2021-40438,,not_applicable,The model attributed the details of CVE-2021-40438 (an Apache HTTP Server mod_proxy SSRF vulnerability) to the non-existent ID CVE-2021-40458.,False,False
CVE-2021-42926,fake_near_miss,gemini-3.1-flash-lite,off,0,,False,False,False,,,,95.0,True,fabricated,,,not_applicable,The model completely fabricated details for a non-existent CVE without searching the web.,False,False
CVE-2021-42926,fake_near_miss,gemini-3.1-flash-lite,off,1,,False,False,False,,,,95.0,True,fabricated,,,not_applicable,The model hallucinated a detailed security advisory for a non-existent CVE ID.,False,False
CVE-2021-42926,fake_near_miss,gemini-3.1-flash-lite,off,2,,False,False,False,,,,95.0,True,hijacked,CVE-2021-41303,,not_applicable,The model describes a real authentication bypass vulnerability in Apache Shiro fixed in version 1.8.1 (CVE-2021-41303) under a non-existent CVE ID.,False,False
CVE-2021-44228,real_known,gemini-3.1-flash-lite,off,0,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,The model correctly identifies CVE-2021-44228 as the Log4Shell vulnerability in Apache Log4j with matching CVSS score and severity.,False,False
CVE-2021-44228,real_known,gemini-3.1-flash-lite,off,1,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,"The model accurately describes CVE-2021-44228 (Log4Shell), including its description, severity, CVSS score, and affected software.",False,False
CVE-2021-44228,real_known,gemini-3.1-flash-lite,off,2,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,"The model's description of Log4Shell (CVE-2021-44228) accurately matches the ground truth details including vulnerability mechanism, CVSS score, and severity.",False,False
CVE-2021-44288,fake_near_miss,gemini-3.1-flash-lite,off,0,,False,False,False,,,,100.0,True,hijacked,CVE-2021-44228,True,not_applicable,The model described the well-known Log4Shell vulnerability (CVE-2021-44228) but attributed it to the fake CVE ID.,False,False
CVE-2021-44288,fake_near_miss,gemini-3.1-flash-lite,off,1,,False,False,False,,,,100.0,True,hijacked,CVE-2021-44228,True,not_applicable,The model described the famous Log4Shell vulnerability (CVE-2021-44228) under the non-existent ID CVE-2021-44288.,False,False
CVE-2021-44288,fake_near_miss,gemini-3.1-flash-lite,off,2,,False,False,False,,,,100.0,True,hijacked,CVE-2021-44228,True,not_applicable,The model described the Log4Shell vulnerability (CVE-2021-44228) under the non-existent CVE-2021-44288 identifier.,False,False
CVE-2021-44928,fake_near_miss,gemini-3.1-flash-lite,off,0,,False,False,False,,,,95.0,True,fabricated,,,not_applicable,The model invented a plausible vulnerability report for a non-existent CVE ID without searching.,False,False
CVE-2021-44928,fake_near_miss,gemini-3.1-flash-lite,off,1,,False,False,False,,,,100.0,True,fabricated,,,not_applicable,The model invented a detailed vulnerability advisory for a non-existent CVE ID without performing a search.,False,False
CVE-2021-44928,fake_near_miss,gemini-3.1-flash-lite,off,2,,False,False,False,,,,100.0,True,hijacked,CVE-2021-43565,,not_applicable,"The model described CVE-2021-43565, a real vulnerability in golang.org/x/crypto fixed in version 0.0.0-20211202192323-5770296d904e, but assigned it to the non-existent CVE-2021-44928.",False,False
CVE-2021-45046,real_known,gemini-3.1-flash-lite,off,0,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,The model accurately describes CVE-2021-45046 as the incomplete fix for CVE-2021-44228 affecting Apache Log4j 2.15.0 with a CVSS score of 9.0.,False,False
CVE-2021-45046,real_known,gemini-3.1-flash-lite,off,1,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,"The model's description, affected product, CVSS score of 9.0, and CRITICAL severity accurately match the NVD ground truth for CVE-2021-45046.",False,False
CVE-2021-45046,real_known,gemini-3.1-flash-lite,off,2,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,The model correctly describes CVE-2021-45046 as the incomplete fix for CVE-2021-44228 in Log4j 2.15.0 with matching CVSS details.,False,False
CVE-2021-4634,fake_near_miss,gemini-3.1-flash-lite,off,0,,False,False,False,,,,95.0,True,fabricated,,,not_applicable,The model fabricated a plausible vulnerability advisory regarding an io_uring subsystem race condition for a non-existent CVE ID.,False,False
CVE-2021-4634,fake_near_miss,gemini-3.1-flash-lite,off,1,,False,False,False,,,,95.0,True,fabricated,,,not_applicable,The model hallucinated a plausible vulnerability description in glibc for a non-existent CVE ID.,False,False
CVE-2021-4634,fake_near_miss,gemini-3.1-flash-lite,off,2,,False,False,False,,,,95.0,True,fabricated,,,not_applicable,The model hallucinated a plausible vulnerability details for a non-existent CVE ID without performing a web search.,False,False
CVE-2021-47926,real_recent,gemini-3.1-flash-lite,off,0,,True,False,False,,,,95.0,True,wrong,,,not_applicable,The model incorrectly describes a Linux kernel driver vulnerability instead of the Contact Form to Email stored XSS vulnerability.,False,False
CVE-2021-47926,real_recent,gemini-3.1-flash-lite,off,1,,True,False,False,,,,95.0,True,wrong,,,not_applicable,The model incorrectly describes a Linux kernel wireless driver vulnerability instead of the Contact Form to Email XSS vulnerability.,False,False
CVE-2021-47926,real_recent,gemini-3.1-flash-lite,off,2,,True,False,False,,,,95.0,True,wrong,,,not_applicable,The model incorrectly described a Linux kernel af_vsock vulnerability instead of the Contact Form to Email stored XSS vulnerability.,False,False
CVE-2021-54030,fake_random,gemini-3.1-flash-lite,off,0,,False,False,False,,,,90.0,True,fabricated,,,not_applicable,The model invented a detailed vulnerability description for a non-existent CVE ID without performing a web search.,False,False
CVE-2021-54030,fake_random,gemini-3.1-flash-lite,off,1,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly identified that the CVE ID does not exist in the official databases.,False,False
CVE-2021-54030,fake_random,gemini-3.1-flash-lite,off,2,,False,False,False,,,,95.0,True,hijacked,CVE-2021-3603,,not_applicable,The model described a real command injection vulnerability in Nodemailer before version 6.6.1 (CVE-2021-3603) under a non-existent CVE ID.,False,False
CVE-2021-55046,fake_near_miss,gemini-3.1-flash-lite,off,0,,False,False,False,,,,100.0,True,rejected,,,not_applicable,The model correctly stated that the queried CVE identifier is not a valid or officially registered vulnerability.,True,True
CVE-2021-55046,fake_near_miss,gemini-3.1-flash-lite,off,1,,False,False,False,,,,85.0,True,fabricated,,,not_applicable,The model fabricated details for a non-existent CVE ID without searching the web.,False,False
CVE-2021-55046,fake_near_miss,gemini-3.1-flash-lite,off,2,,False,False,False,,,,85.0,True,fabricated,,,not_applicable,The model hallucinated details for a non-existent CVE ID without performing a search.,False,False
CVE-2021-58686,fake_random,gemini-3.1-flash-lite,off,0,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly identified that CVE-2021-58686 is not a valid or published CVE identifier.,False,False
